fid,Артикул,Название товара,Полное описание,Производитель,Цена продажи,Цена старая,Остаток,Изображения,Url,Подкатегория 1,ID товара в InSales,ID варианта товара в InSales,Параметр: Основной цвет,Параметр: Доп. цвета
1183,53011,Смеситель для раковины KAISER Saga (53011),"",KAISER,5230.0,0.0,,https://static-ru.insales.ru/images/products/1/1276/486221052/35873287-1.jpg https://static-ru.insales.ru/images/products/1/1278/486221054/35873287-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-saga-53011?variant_id=467768156,Каталог,269462968,467768156
1185,64111,Смеситель для раковины KAISER Sharp (64111),"",KAISER,5720.0,0.0,,https://static-ru.insales.ru/images/products/1/1274/486221050/35873286-1.jpg https://static-ru.insales.ru/images/products/1/1275/486221051/35873286-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-sharp-64111?variant_id=467768166,Каталог,269462972,467768166
1189,33011,Смеситель для раковины KAISER Arena (33011),"",KAISER,5220.0,0.0,,https://static-ru.insales.ru/images/products/1/1212/486220988/35873167-1.jpg https://static-ru.insales.ru/images/products/1/1213/486220989/35873167-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-arena-33011?variant_id=467768202,Каталог,269462983,467768202
1194,18111,Смеситель для раковины KAISER Leon (18111),"",KAISER,5250.0,0.0,,https://static-ru.insales.ru/images/products/1/1225/486221001/35873174-1.jpg https://static-ru.insales.ru/images/products/1/1226/486221002/35873174-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-leon-18111?variant_id=467768239,Каталог,269462993,467768239
1206,34177-1x,Смеситель для ванны KAISER Sonat (34177-1),"",KAISER,5330.0,0.0,,https://static-ru.insales.ru/images/products/1/1323/486221099/36404296-1.jpg https://static-ru.insales.ru/images/products/1/1324/486221100/36404296-2.jpg,http://santitan.ru/product/smesitel-dlya-vanny-kaiser-sonat-34177-1-2?variant_id=467768324,Каталог,269463019,467768324
1209,49011,Смеситель для раковины KAISER Indivi (49011),"",KAISER,5250.0,0.0,,https://static-ru.insales.ru/images/products/1/1299/486221075/35873445-1.jpg https://static-ru.insales.ru/images/products/1/1300/486221076/35873445-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-indivi-49011?variant_id=467768335,Каталог,269463024,467768335
1213,63011,Смеситель для раковины KAISER Vega (63011),"",KAISER,5400.0,0.0,,https://static-ru.insales.ru/images/products/1/1272/486221048/35873285-1.jpg https://static-ru.insales.ru/images/products/1/1273/486221049/35873285-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-vega-63011-2?variant_id=467768348,Каталог,269463031,467768348
1231,62011,Смеситель для раковины KAISER Estilo (62011),"",KAISER,5530.0,0.0,,https://static-ru.insales.ru/images/products/1/1417/486221193/35873304-1.jpg https://static-ru.insales.ru/images/products/1/1418/486221194/35873304-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-estilo-62011-2?variant_id=467768434,Каталог,269463068,467768434
1235,32011,Смеситель для раковины KAISER Luxor (32011),"",KAISER,5430.0,0.0,,https://static-ru.insales.ru/images/products/1/1527/486221303/35873248-1.jpg https://static-ru.insales.ru/images/products/1/1528/486221304/35873248-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-luxor-32011?variant_id=467768449,Каталог,269463075,467768449
1251,42011,Смеситель для раковины KAISER Saturn (42011),"",KAISER,5400.0,0.0,,https://static-ru.insales.ru/images/products/1/1466/486221242/35873395-1.jpg https://static-ru.insales.ru/images/products/1/1467/486221243/35873395-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-saturn-42011?variant_id=467768535,Каталог,269463110,467768535
1258,202429,Дробилка механическая для винограда Delta ДВ-3,"",Delta,5790.0,0.0,,https://static-ru.insales.ru/images/products/1/1485/486221261/35919094-1.jpg https://static-ru.insales.ru/images/products/1/1487/486221263/35919094-2.jpg https://static-ru.insales.ru/images/products/1/1488/486221264/35919094-3.jpg https://static-ru.insales.ru/images/products/1/1489/486221265/35919094-4.jpg https://static-ru.insales.ru/images/products/1/1490/486221266/35919094-5.jpg https://static-ru.insales.ru/images/products/1/1492/486221268/35919094-6.jpg https://static-ru.insales.ru/images/products/1/1493/486221269/35919094-7.jpg https://static-ru.insales.ru/images/products/1/1494/486221270/35919094-8.jpg https://static-ru.insales.ru/images/products/1/1495/486221271/35919094-9.jpg,http://santitan.ru/product/drobilka-mehanicheskaya-dlya-vinograda-delta-dv-3?variant_id=467768557,Каталог,269463124,467768557
1265,67177-1x,Смеситель для ванны с душем KAISER Aurora (67177-1),"",KAISER,6000.0,0.0,,https://static-ru.insales.ru/images/products/1/1514/486221290/36402645-1.jpg https://static-ru.insales.ru/images/products/1/1515/486221291/36402645-2.jpg,http://santitan.ru/product/smesitel-dlya-vanny-s-dushem-kaiser-aurora-67177-1-2?variant_id=467768603,Каталог,269463140,467768603
1277,11211,Смеситель для раковины KAISER Carlson Lux (11211),"",KAISER,5470.0,0.0,,https://static-ru.insales.ru/images/products/1/1637/486221413/35873416-1.jpg https://static-ru.insales.ru/images/products/1/1639/486221415/35873416-2.jpg,http://santitan.ru/product/smesitel-dlya-rakoviny-kaiser-carlson-lux-11211?variant_id=467768675,Каталог,269463157,467768675
